Label,URL,brand,name,price,rank,skin_type,ingredients,product_image,brand2,name3,price4,rank5,skin_type6,ingredients7,product_image8
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/dr-barbara-sturm-eye-cream-P447785?icid2=products%20grid:p447785,Dr. Barbara Sturm,Eye Cream,$140.00 ,3.9,No Info,"Complex of Yeast, Golden Root, and Sugar Beet: Reduces the look of dark shadows and bags under the eyes with A soothing effect.
-Vitamin E: An antioxidant that Helps protect the skin against free radicals and environmental factors.
-Macadamia Oil: Intens",https://www.sephora.com/productimages/sku/s2269983-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/advanced-genifique-yeux-light-pearl-eye-illuminator-youth-activating-concentrate-P375841?icid2=products%20grid:p375841,Lancôme,Advanced Génifique Yeux Light-Pearl™ Eye Serum,$70.00 ,4.1,No Info,"-Bifidus Prebiotic 10%: Strengthens and protects skin's moisture barrier.
-Caffeine
-Vitamin E

Water, Bifida Ferment Lysate, Propanediol, Glycerin, Alcohol Denat., Dimethicone, C13-14 Isoparaffin, Escin, Tocopheryl Acetate, Sodium Benzoate, Phenoxyethano",https://www.sephora.com/productimages/sku/s1710276-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/saint-jane-beauty-bright-repair-cbd-eye-cream-P461491?icid2=products%20grid:p461491,Saint Jane Beauty,Bright Repair CBD Eye Cream with 10% Vitamin C,$65.00 ,0,No Info,"-Vitamin C 10%: Visibly brightens.
-Vegan Collagen: Blurs the appearance of fine lines.
-CBD 500 mg: Calms the look of puffiness.

Water (Aqua), 3-Glyceryl Ascorbate (Vitamin C), Propylene Glycol, Ethylhexyl Palmitate, Cannabis Sativa Flower, Stem, Leaves",https://www.sephora.com/productimages/sku/s2369833-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/it-cosmetics-your-hydrating-skincare-essentials-set-P469885?icid2=products%20grid:p469885,IT Cosmetics,Your Hydrating Moisturizer and Eye Cream Set,$65.00 ($87.00 value),0,No Info,"Ceramides: help Support the skin barrier, keeping skin looking moisturized and supple.
-Peptides: help reduce the appearance of wrinkles and Support natural Collagen for smoother, firmer-looking skin.
-Hyaluronic Acid: locks in moisture, Supports skin el",https://www.sephora.com/productimages/sku/s2445963-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/farmacy-cheer-up-brightening-vitamin-c-eye-cream-with-acerola-cherry-P453229?icid2=products%20grid:p453229,Farmacy,Cheer Up Brightening Vitamin C Eye Cream with Acerola Cherry,$45.00 ,4,No Info,"-Vitamin C (Natural Acerola Cherry and Vitamin C Derivatives): One of the richest sources of natural vitamin C in the world, acerola cherry works synergistically in a four percent blend of three powerful brightening actives to safely and effectively firm,",https://www.sephora.com/productimages/sku/s2250082-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/premier-cru-eye-cream-P428105?icid2=products%20grid:p428105,Caudalie,Premier Cru Anti-Aging Eye Cream,$99.00 ,3.3,No Info,"vine Resveratrol and Micro Hyaluronic Acid Complex: Provide anti-wrinkle, firming, and lifting action.
-Viniferine: counteracts the look of dark spots and adds radiance.
-Grape Seed Polyphenols: Provide antioxidant protection.
-Cafeine and Peptides: Figh",https://www.sephora.com/productimages/sku/s2030484-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/black-tea-firming-eye-serum-P439626?icid2=products%20grid:p439626,fresh,Black Tea Firming Eye Serum,$72.00 ,3.9,No Info,"Water, Glycerin, Butylene Glycol, Pentylene Glycol, Jojoba Oil PEG-150 Esters, Methyl Gluceth-20, PEG-6 Caprylic/Capric Glycerides, Acacia Senegal Gum, PEG-40 Hydrogenated Castor Oil, Lycium Chinense Fruit Extract, Saccharomyces Ferment Filtrate, Camellia Sinensis Leaf Extract, Rubus Fruticosus (Blackberry) Leaf Extract, Litchi Chinensis Seed Extract, Acetyl Tetrapeptide-5, Tocopheryl Acetate, Tocopherol, Polymethylsilsesquioxane, Carbomer, PEG-150, Sorbitol, Sodium Hydroxide, Parfum (Fragrance), Rhizobian Gum, Maltodextrin, Algin, Xanthan Gum, Adenosine, Polyvinyl Alcohol, Cellulose Gum, Citric Acid, Sodium Metabisulfite, Diamond Powder, Sodium Benzoate, Potassium Sorbate, Hydroxyethylcellulose, Sodium Citrate, Biotin, Phenoxyethanol, Linalool, Citronellol, Geraniol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://www.sephora.com/productimages/sku/s2175552-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/sk-ii-skinpower-eye-cream-P468408?icid2=products%20grid:p468408,SK-II,SKINPOWER Eye Cream,$139.00 ,0,No Info,"-Pitera™: A bio-ingredient derived from yeast fermentation that resembles your skin's natural moisturizing factors; contains over 50 micronutrients like vitamins, minerals, amino acids, and acids to condition skin's natural functions.
-InfinitPower Techno",https://www.sephora.com/productimages/sku/s2437572-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/incredible-de-puffing-under-eye-jade-roller-P455636?icid2=products%20grid:p455636,INC.redible,De-Puffing Under Eye Jade Roller,$15.00 ,3.8,No Info,"Aqua (Water), Glycerin, Butylene Glycol, Glycereth-26, Cocos Nucifera (Coconut) Oil, Ethylhexyl Palmitate, Dimethicone, Magnesium Aluminum Silicate, Xanthan Gum, Microcrystalline Cellulose, Cyclopentasiloxane, PEG/PPG-12/16 Dimethicone, Tremella Fuciformis Polysaccharide, Methylparaben, Yeast Beta-Glucan, Propanediol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol, Chlorella Vulgaris Extract, Ethylhexylglycerin, Lespedeza Capitata Leaf/Stem Extract, Parfum (Fragrance), Limonene, Hexyl Cinnamal, Linalool, Geraniol, Benzyl Benzoate, Butylphenyl Methylpropional, Citronellol, Citral, Mica, CI 77891, CI 15985, CI 14700, CI 42090.",https://www.sephora.com/productimages/sku/s2328078-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/the-lifting-eye-serum-P417110?icid2=products%20grid:p417110,La Mer,The Lifting Eye Serum,$275.00 ,3.5,No Info,"Declustered Water (-)\Aqua\Eau De-Structuree (-), Declustered Water (+)\Aqua\Eau De-Structuree (+), Propanediol, Glycerin, Algae (Seaweed) Extract, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Sucrose, Pyrus Malus (Apple) Fruit Extract, Citrullus Vulgaris (Watermelon) Fruit Extract, Porphyridium Cruentum Extract, Lens Esculenta (Lentil) Fruit Extract, Laminaria Digitata Extract, Saccharomyces Lysate Extract, Ascophyllum Nodosum Extract, Plankton Extract, Helichrysum Arenarium (Everlasting) Extract, Citrus Aurantifolia (Lime) Peel Extract, Tourmaline, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Asparagopsis Armata Extract, Acetyl Hexapeptide-8, Caffeine, Pullulan, Trehalose, Sodium Lactate, Sorbitol, Sodium Pca, Styrene/Vp Copolymer, Hydroxypropyl Methylcellulose, Sodium Hyaluronate, Hexylene Glycol, Butylene Glycol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol Denat., Xanthan Gum, Isododecane, Fragrance (Parfum), Ethylhexylglycerin, Caprylyl Glycol, Trimethylsiloxysilicate, Disodium Edta, Phenoxyethanol, Green 5 (Ci 61570), Blue 1 (Ci 42090).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.sephora.com/productimages/sku/s1932300-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/all-about-eyes-serum-de-puffing-eye-massage-P257537?icid2=products%20grid:p257537,CLINIQUE,All About Eyes Serum De-Puffing Eye Massage,$35.00 ,3.8,No Info,"Water, Butylene Glycol, Glycerin, Caffeine, Panthenol, Polygonum Cuspidatum Root Extract, Vitis Vinifera (Grape) Seed Extract, Rosmarinus Officinalis (Rosemary) Extract, Humulus Lupulus (Hops) Extract, Citrus Reticulata (Tangerine) Peel Extract, Punica Granatum (Pomegranate) Fruit Juice, Yeast Extract/Faex/Extrait De Levure, Biosaccharide Gum - 1, Linolenic Acid, Sodium Hyaluronate, Laureth-7, Linoleic Acid, Glycine, Carbomer, Cyclodextrin, Hydroxyproline, Acrylates Copolymer, C13-14 Isoparaffin, Polyacrylamide, Caprylyl Glycol, Proline, Ethylbisiminomethylguaiacol Manganese Chloride, Nordihydroguaiaretic Acid, Xanthan Gum, Hexylene Glycol, Disodium Edta, Phenoxyethanol, Titanium Dioxide (Ci 77891), Mica .

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.sephora.com/productimages/sku/s1234897-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/kate-somerville-kateceuticals-lifting-eye-cream-P469111?icid2=products%20grid:p469111,Kate Somerville,KateCeuticals® Lifting Eye Cream,$120.00 ,4.8,No Info,"Triple-Peptide Complex: Relaxes the look of lines, wrinkles, and crow’s feet and visibly Increases firmness and elasticity.
-brown and Red Algae: visibly diminishes dark under-eye circles and puffiness.
-Vitamin 'C': Brightens and firms the appearance of S",https://www.sephora.com/productimages/sku/s2446953-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/essential-fx-acyl-glutathionesmoothing-brightening-under-eye-cream-P433954?icid2=products%20grid:p433954,Perricone MD,Essential Fx Acyl-Glutathione Smoothing & Brightening Under-Eye Cream,$122.00 ,4.5,No Info,"-Acyl-Glutathione
-Flaxseed Oil
-Chia Seed Oil
-Macadamia Seed Oil

Water, Octyldodecyl Neopentanoate, Cetearyl Alcohol, Sodium Polystyrene Sulfonate, Glycerin, Caprylic/Capric Triglyceride, Dimethicone, Behenyl Alcohol, Hydrogenated Vegetable Glycerides,",https://www.sephora.com/productimages/sku/s2105914-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/rose-hydrating-eye-gel-cream-P386741?icid2=products%20grid:p386741,fresh,Rose Hydrating Eye Gel Cream,$41.00 ,4.2,No Info,"Water, Methyl Trimethicone, Glycerin, Propanediol, Polyglycerin-3, Squalane, Butylene Glycol, Dimethicone/Vinyl Di- methicone Crosspolymer, Hydroxyethyl Acrylate/So- dium Acryloyldimethyl Taurate Copolymer, Glyceryl Oleate Citrate, Dimethicone, Rosa Damascena Flower Water, Chlorella Vulgaris Extract, Rosa Dam- ascena Extract, Cucumis Sativus (Cucumber) Fruit Extract, Voandzeia Subterranea Seed Extract, Rhodi- ola Crenulata Root Extract, Rosa Damascena Flower Oil, Tocopheryl Acetate, Diphenylsiloxy Phenyl Trimethicone, Caprylic/Capric Triglyceride, Polox- amer 407, Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, PEG-6, Polysorbate 60, Sorbitan Isostearate, Xanthan Gum, Sodium Hyaluronate, Sodium Citrate, Citric Acid, Disodium Phosphate, Biosaccharide Gum-2, C12-14 Pareth-12, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Caramel, Citronellol, Geraniol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://www.sephora.com/productimages/sku/s1596659-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/re-storative-eye-creme-P386739?icid2=products%20grid:p386739,Tata Harper,Restorative Anti-Aging Eye Cream,$105.00 ,0,No Info,"Peptides from Spanish Lavender: help smooth and minimize the look of lines and wrinkles.
-Safflower Oleosomes: plump the look of skin and help smooth roughness.
-Buckwheat Wax: Helps reduce the look of puffiness and under-eye bags.

                                                                                                                                                                                                                                                                Aloe Barbadensis Leaf",https://www.sephora.com/productimages/sku/s1607076-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/alpyn-beauty-plantgenius-line-filling-eye-balm-with-bakuchiol-P455613?icid2=products%20grid:p455613,alpyn beauty,Line-Filling Eye Cream with Bakuchiol and Caffeine,$62.00 ,4.4,No Info,"Vitamin 'C': visibly Brightens and protects against free-radical damage.
-Caffeine and Algae: visibly tighten, firm, and reduce puffiness.
-Bakuchiol: A Plant-Based Retinol Alternative that Targets age-related concerns.

                                                                                                                                                                                                                                                                Water, Sodium Hyaluronate, Cetearyl",https://www.sephora.com/productimages/sku/s2331817-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/dr-lara-devgan-scientific-beauty-peptide-eye-cream-P459129?icid2=products%20grid:p459129,Dr. Lara Devgan Scientific Beauty,Peptide Eye Cream,$215.00 ,4.9,No Info,"Vitamin E: Hydrates and Supports the barrier function of the skin.
-Vitamin B5 : nourishes the delicate area around the eyes.
-Mixed-molecular-Weight Hyaluronic Acid: Hydrates the skin, reducing the appearance of fine lines and wrinkles.

                                                                                                                                                                                                                                                                Water, Helianthu",https://www.sephora.com/productimages/sku/s2352599-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/time-response-eye-reserve-creme-P436659?icid2=products%20grid:p436659,AMOREPACIFIC,TIME RESPONSE Eye Reserve Crème,$260.00 ,4.7,No Info,"Camellia Sinensis Leaf Water, Butylene Glycol, Water, Glycerin, Hydrogenated Poly(C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, Pentaerythrityl Tetraethylhexanoate, Hydrogenated Olive Oil Lauryl Esters, Jojoba Esters, Methyl Trimethicone, Caprylic/Capric Triglyceride, Diisostearyl Malate, Cetyl Ethylhexanoate, Behenyl Alcohol, Helianthus Annuus (Sunflower) Seed Oil, Propanediol, Hydrogenated Lecithin, Peg-40 Stearate, Camellia Sinensis Seed Oil, Arachidyl Alcohol, Betaine, Niacinamide, Polyglyceryl-10 Stearate, 1,2- Hexanediol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glyceryl Stearate, Cetearyl Alcohol, Mica, Arachidyl Glucoside, Fragrance, Titanium Dioxide (Ci 77891), Dipotassium Glycyrrhizate, Caffeine, Glyceryl Caprylate, Dipalmitoyl Hydroxyproline, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium Edta, Ethylhexylglycerin, Adenosine, Beta-Glucan, Tromethamine, Sorbitan Isostearate, Polysorbate 60, Palmitic Acid, Natto Gum, Glycine Soja (Soybean) Seed Extract, Theobroma Cacao (Cocoa) Extract, Dextrin, Camellia Sinensis Leaf Extract, Glucose, Tocopherol, Poloxamer 235, Ethoxydiglycol, Epigallocatechin Gallate, Tocophersolan, Poloxamer 338, Phenoxyethanol, Panax Ginseng Root Extract, Magnolia Obovata Bark Extract, Caprylyl Glycol.",https://www.sephora.com/productimages/sku/s2150233-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/one-size-by-patrick-starrr-secure-blur-hydrating-under-eye-patches-P468395?icid2=products%20grid:p468395,ONE/SIZE by Patrick Starrr,Secure the Blur Hydrating Under Eye Patches,$25.00 ,4.8,No Info,"Tropical Calamansi Lemon Juice: Known to visibly Brighten skin for A vibrant appearance.
-Caffeine: Known to help de-puff the look of under eyes for A well-rested appearance.
-Hyaluronic Acid: Known to help visibly plump, smooth, and Soothe skin with hyd",https://www.sephora.com/productimages/sku/s2427110-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/renewing-eye-cream-P107306?icid2=products%20grid:p107306,Murad,Renewing Eye Cream,$82.00 ,4,No Info,"Youth-building Peptides and Retinol: Support natural Collagen and reduce the appearance of medium to deep wrinkles.
-Phytoestrogens: improve elasticity and help smooth skin.
-eye-brightening Complex: Reduces dark circles and under-eye puffiness while ill",https://www.sephora.com/productimages/sku/s769836-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/eye-doctor-moisture-care-for-skin-around-eyes-P297531?icid2=products%20grid:p297531,Origins,Eye Doctor™ Moisture Care For Skin Around Eyes,$45.00 ,4.1,No Info,"Water, Butylene Glycol, Myristyl Myristate, Caprylic/Capric Triglyceride, Squalane, Glyceryl Stearate, Tricaprylin, Peg-4 Dilaurate, Cetyl Alcohol, Citrus Limon (Lemon) Peel Oil*, Cucumis Sativus (Cucumber) Oil*, Ferula Galbaniflua (Galbanum) Resin Oil*, Benzyl Salicylate, Centella Asiatica (Hydrocotyl) Extract, Camellia Sinensis (Green Tea) Leaf Extract, Gigartina Stellata (Algae) Extract, Hypnea Musciformis (Algae) Extract, Triticum Vulgare (Wheat) Germ Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Gellidiela Acerosa (Algae) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Panax Ginseng (Ginseng) Root Extract, Tocopheryl Linoleate/Oleate, Caffeine, Ethylhexylglycerin, Magnesium Ascorbyl Phosphate, Cetyl Ricinoleate, Bifida Ferment Lysate, Sodium Hyaluronate, Peg-100 Stearate, Steareth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Dimethicone, Carbomer, Cetearyl Alcohol, Caprylyl Glycol, Potassium Hydroxide, Polysorbate 60, Hexylene Glycol, Disodium Edta, Bht, Phenoxyethanol * Essential Oil
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://www.sephora.com/productimages/sku/s1375849-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/korres-black-pine-3d-eye-lift-super-serum-P456421?icid2=products%20grid:p456421,KORRES,Black Pine 3D Eye-Lift Super Serum,$59.00 ,4.1,No Info,"-Elasti-Lift 3D: A breakthrough skin remodeling complex that visibly firms skin, helps reduce crow’s feet wrinkles, enhances elasticity, and increases resilience to lift the look of the upper eyelids.
-Defeye Gravity: The first all-natural active complex ",https://www.sephora.com/productimages/sku/s2338465-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/midnight-recovery-eye-P422015?icid2=products%20grid:p422015,Kiehl's Since 1851,Midnight Recovery Eye,$40.00 ,3.7,No Info,#NAME?,https://www.sephora.com/productimages/sku/s1988724-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/zero-baggage-anti-dark-circle-eye-cream-P433975?icid2=products%20grid:p433975,Naturally Serious,Zero Baggage Anti-Dark Circle Eye Cream,$24.00 ,3.6,No Info,"Caffeine: Increases blood flow, helping to improve the look of puffiness and dark circles while brightening the under-eye area.
-Tocopheryl Acetate: Helps protect the health of skin.
-anti-Pollution Blend: Combats visible signs of aging caused by UV rays",https://www.sephora.com/productimages/sku/s2122299-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/hydrating-eye-cream-P270544?icid2=products%20grid:p270544,Bobbi Brown,Hydrating Eye Cream,$56.00 ,4.1,No Info,"Water, Ethylhexyl Palmitate, Squalane, Butylene Glycol, Cetyl Alcohol, Glyceryl Stearate, Hydrogenated Vegetable Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Persea Gratissima (Avocado) Oil, Hamamelis Virginiana (Witch Hazel) Extract, Aloe Barbadensis Leaf Juice, Cholesterol, Peg-100 Stearate, Glycerin, Sodium Pca, Trehalose, Ascorbyl Palmitate, Ethylhexylglycerin, Hydroxyproline, Proline, Acrylates Copolymer, Phytantriol, Glycine, Linoleic Acid, Phytosphingosine, Sodium Hydroxide, Tocopheryl Acetate, Sodium Hyaluronate, Tocopherol, Carbomer, Disodium Edta, Phenoxyethanol.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.sephora.com/productimages/sku/s1287960-main-zoom.jpg?imwidth=315,,,,,,,
eye-treatment-dark-circle-treatment,https://www.sephora.com/product/moisture-surge-eye-96-hour-hydro-filler-concentrate-P443383?icid2=products%20grid:p443383,CLINIQUE,Moisture Surge Eye 96-Hour Hydro-Filler Concentrate,$35.00 ,3.4,No Info,"Water, Glycerin, Butylene Glycol, Propanediol, Phenyl Trimethicone, Sucrose, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Hypnea Musciformis (Algae) Extract, Trehalose, Algae Extract, Alteromonas Ferment Extract, Acetyl Glucosamine, Gelidiella Acerosa Extract, Chlorella Vulgaris Extract, Aloe Barbadensis Leaf Water, Sorbitol, Cholesterol, Niacinamide, Pentaerythrityl Tetraethylhexanoate, Sodium Polyaspartate, Aloe Barbadensis Leaf Extract, Cocos Nucifera (Coconut) Oil, Hydrolyzed Rice Extract, Caffeine, Acetyl Hexapeptide-8, Tocopheryl Acetate, Cucumis Sativus (Cucumber) Fruit Extract, Palmitoyl Hexapeptide-12, Glyceryl Acrylate/Acrylic Acid Copolymer, Glyceryl Polymethacrylate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Peg-7m, Dextrin Palmitate, Dehydroxanthan Gum, Sodium Hyaluronate, Pentaerythrityl Adipate/Caprate/Caprylate/Heptanoate, Tetrahexyldecyl Ascorbate, Carbomer, Peg-8, Sodium Hydroxide, Citric Acid, Triethoxycaprylylsilane, Disodium Edta, Sodium Citrate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht, Phenoxyethanol, Chlorphenesin, Blue 1 Lake (Ci 42090), Yellow 5 Lake (Ci 19140), Iron Oxides (Ci 77491).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.",https://www.sephora.com/productimages/sku/s2171940-main-zoom.jpg?imwidth=315,,,,,,,
